"","id","type","url","created_at","company","company_url","location","title","description","how_to_apply","company_logo"
"1","efe2509d-a7c0-4172-8e9a-f38fea2ff9ad","Full Time","https://jobs.github.com/positions/efe2509d-a7c0-4172-8e9a-f38fea2ff9ad","Mon Dec 14 20:54:25 UTC 2020","Spear Technologies","http://www.spear-tech.com","remote","Experienced Power Apps developer","Overview
Spear Technologies is an exciting new software company in the Insurance sector. Spear is looking for an experienced Power Apps developer to work on its core product.
www.spear-tech.com
Skills needed

2 - 4+ years of experience building Enterprise-level solutions utilizing best practices within Model-Driven Power Apps
Solid understanding of the Power Platform components, including Power BI, Power Automate, Portals AI Builder and Virtual Agents
Experience developing PCF controls for Power Apps
Strong programming skills in C# and Javascript
Experience with PowerApps integration with Azure API Apps, Azure Logic apps, Azure Functions and REST services
Experience developing solutions that span multiple Office365 services (e.g., SharePoint, Outlook, Graph API, One Note, One Drive, etc.)
Experience working with the Agile methodology and self-starter who can thrive in a dynamic environment
Strong interpersonal and communications skills and ability to multi-task effectively between projects

Degrees and Certifications


B.S. in Computer Science, engineering, or related technical discipline (Extensive, directly applicable experience may substitute for the academic degree requirement)


Training and/or certification for PowerApps Professional or PowerApps Developer


Training and/or certification for Microsoft Flow/Power Automate


Optional / Nice to have skills

Experience using XRM Tools
JavaScript experience with XRM WebAPI
Experience working with Business Central
Knowledge of insurance claims
Datalakes / data warehousing
Paginated reports with PowerBI
Document Management experience in PowerApps
Azure Storage (Blobs)
PowerApps security configuration

Benefits

Competitive salary contingent on experience
Heathcare, Dental, Vision
Great PTO
Work remotely – no commute

","<p>Email your resume to Kate Taylor at <a href=""mailto:ktaylor@spear-tech.com"">ktaylor@spear-tech.com</a></p>
",NA
"2","619735aa-7ba6-473b-bc9e-8e5b84d7a1b5","Contract","https://jobs.github.com/positions/619735aa-7ba6-473b-bc9e-8e5b84d7a1b5","Mon Dec 14 16:01:42 UTC 2020","Fullstack","https://gofullstack.com","Remote","Fullstack Mobile Engineer (React Native)","Fullstack is looking for an experienced, passionate, and motivated React Native engineer who will help develop world class applications and products. Our native mobile products interact deeply with RESTful API backends, so knowledge of web application architectures and technologies is a plus. You will have the opportunity to work alongside a close knit group of very talented designers, engineers, and product managers to build software that makes a difference.
Primary Responsibilities

Drive development of our mobile applications, from architecture, to coding, to release.
Take ownership in developing and improving all aspects of our stack (development, testing, CI, automation, and architecture)
Release to both iOS and Android (Apple App Store, Google Play Store)
Designing and engineering features that deliver value to the people who use them.
Collaborating closely with the entire team (designers, product managers, etc.)

About FullStack
Our mission is to make our clients incredibly successful by developing and improving ideas into highly functional and usable web applications. Our team has become renowned in our ability to bring creativity, expertise, and sound development practices to notable and ambitious startups. Our development work focuses on architecting and building new applications as well as scaling existing apps for our clients as they grow.
Let’s Have A Chat If You…

Have developed React Native apps that communicate with Restful APIs, use local storage, network data synchronization, and user authentication.
Have a working knowledge of the Expo platform for React Native.
Understand and have experience making decisions about mobile application architecture, including data modeling, networking and data synchronization, and concurrency.
Are competent with developing application interfaces for multiple device types based off of mockups.
Strive to automate everything you do - from sending out builds to running tests.
Are equally comfortable working with HTTP-based web services, and have a working knowledge of web application and API architectures.
Are self-directed and able to manage your time effectively

Bonus points for…

iOS or Android development experience using Objective-C, Swift, or Android
Ruby on Rails development experience.
Knowing your way around XCode or Android Studio
Experience working with an agile / scrum-based development model
A BS or MS in Computer Science or, Math or another analytic disciplin
Previous history of working with a remote, distributed team

Other information about this position

Working remotely is how we operate
This is a per-project, contract position, with up to 40 hours per week '
The minimal contract length is 4 months, but could be longer
We are looking for people located within the 4 US time zones.

To Apply
Please email a copy of your resume to jobs@gofullstack.com.
","<p>Email your resume to <a href=""mailto:jobs@gofullstack.com"">jobs@gofullstack.com</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjJTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9d52abace57eaea7b78350abed08424fa1b5661a/fullstack-logo.png"
"3","46ab84b4-12dc-4a95-ab08-422428554dfc","Full Time","https://jobs.github.com/positions/46ab84b4-12dc-4a95-ab08-422428554dfc","Fri Oct 09 19:42:30 UTC 2020","Playco","http://www.play.co","Remote","Senior Fullstack Engineer","Here at Playco, we make games that bring the world closer together through play.
As a Full Stack Engineer at Playco, you will play a pivotal role in creating a platform to revolutionize the instant games development industry. Our engineers are generally amazing at something and great at everything else. We write scalable backend systems, cross-compilers, JavaScript / TypeScript game APIs and tools, and whatever else it takes. No matter what you work on each day, you will work with the best engineers in the world; we have top talent in every part of our stack.
The Role

Be responsible for designing, developing and deploying major game features.
Own game feature areas from end-­to­-end.
Be the champion for the user!
Insist on the highest standards and create functional and engaging features that will delight our users.
Be part of a tight game development team looking to iterate fast on a fun concept and then building it out.
Have real input on end-user product.
Be a key member of a high performing software engineering team.
Collaborate with design, engineering and production teams to devise optimal engineering solutions to game requirements.
Hands­ on architect and coder for sophisticated client/server systems for mobile gaming.
Innovate and iterate on process, systems and technology to deliver world­-class social games.
Be a leader; Identify and articulate technical and production risks and obstacles, as well as generate solutions!

Desired Skills

Bachelor’s degree in Computer Science or related field, or equivalent experience.
3+ years of professional software engineering experience.
Experience writing clean, testable, high-quality code and designing highly scalable systems in production.
Capable of JavaScript + HTML5 to create custom, interactive, user experiences that are enjoyable on all HTML5 browsers.
Proficient at using script debuggers like Chrome Debugger.
Solid familiarity with deployment on cloud environments (AWS, GCP, Azure, etc.).
Strong Computer Science fundamentals in object­-oriented design, algorithms, and data structures.
Advanced software engineering skills, including the ability to write maintainable and robust code in a popular object oriented language.
Solid familiarity with analytics and A/B testing in mobile games.
Familiarity with git, svn or other VCS.
Self starter, analytical and creative.
Strong team player with a positive attitude.
Good communication skills and the ability to work effectively on shared projects with designers, artists, testers, product managers and other developers.

Bonus

Expert knowledge of NodeJS and ES6 / TypeScript.
DevOps experience -- setting up CI/CD environments, orchestrating deployments, creating monitoring dashboards, anything that makes the development process easier, more enjoyable and more accountable.
Experience in game development and shipped titles.

","<p><a href=""https://jobs.lever.co/playco/453d2258-7e66-4f98-92e1-50e335c13302?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">Apply Here</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2FMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cb29d1ab0fec648aee52b0ad6e7ec0a0485551ca/Round_Logo1%20(1).png"
"4","bead9090-4ebb-4de5-8d36-58ea9a303e66","Full Time","https://jobs.github.com/positions/bead9090-4ebb-4de5-8d36-58ea9a303e66","Fri Oct 30 03:52:17 UTC 2020","Agiloft Inc","http://www.agiloft.com","Kyiv, Ukraine, Budapest, Hungary, Russia"," Senior EJB Developer (Remote)","THRIVE WITH AGILOFT
Are you an experienced Sr. Java Developer who is successful, motivated, smart, energetic, and looking for a rewarding position in a growing, profitable, and dynamic company?
Agiloft is expanding our developer team, looking for Sr. Java Developers that thrive working with enterprises in multiple industries, with unique business challenges requiring sophisticated solution design.
WHY JOIN AGILOFT?


Agiloft was named the market leader in every category in the Gartner Critical Capabilities for CLM report, and a market leader in the Gartner Magic Quadrant.


Contract Lifecycle Management (CLM) is one of the fastest growing areas of enterprise sales, with a TAM projected to climb from $2B to $7B in the next 5 years.


The Agiloft Contract and Commerce Lifecycle Platform has won over a dozen awards, including the Editor's Choice award from PC Mag, for the past five years in a row.


Agiloft has a highly differentiated value proposition which is uniquely appealing to enterprises: pre-built applications with a deeply configurable, no-code platform for integrated Business Process Management throughout an organization.


Agiloft is pioneering the applied use of Artificial Intelligence to enable next-generation business commerce at organizations ranging from small enterprises to U.S. government agencies and Fortune 100 companies.


Agiloft is the only company in the industry with the confidence to provide an unconditional satisfaction guarantee, and you too will be successful with Agiloft.


As the leader in the CCLM market, Agiloft is winning many Enterprise deals and looking to hire the best talent to meet this demand with a competitive compensation plan that rewards overachievement.
Position Overview
We are seeking an experienced Enterprise JavaBeans Developer who will join our fast-growing engineering team, working on mission-critical applications. Your duties will include developing scalable Java applications while providing expertise in the full software development lifecycle, from concept and design to testing.
This is a remote-only position. You must be comfortable with setting your own schedule and proactively collaborating in a globally dispersed team using a variety of communication channels. You should have no less than three years of professional experience in building enterprise-grade applications. You must be able to write clean, well-documented code and ensure your programs run properly. We also expect you to be passionate about building software and perform well working in a geographically distributed and diverse team.
Job Responsibilities

Design and develop high-volume, low-latency applications that enhance the Agiloft core platform
Create well designed, testable, efficient code
Participate in all phases of the development lifecycle
Assist in preparation and production of releases
Ensure designs meet specifications
Investigate alternatives and technologies and present them for architectural review, in order to support continuous improvement

Job Requirements

Experience with J2EE, Tomcat, JBoss, and relational databases such as MySQL, MSSQL, Oracle
Computer Science degree or equivalent
Experience working on a large project
At least three years of post-graduate experience
Deep understanding of OO programming principles and commitment to clean, efficient, well-documented code.
Professional experience with EJB

BENEFITS AND PERKS

Competitive salary ($30 USD hourly)
Referral bonuses
Flexible work schedules
Professional development and career growth opportunities
Awesome team members

To Apply
For immediate consideration, go to  https://www.agiloft.com/Sr.EJB
","<p>For immediate consideration, go to  <a href=""https://tinyurl.com/y59fgmkp"">https://www.agiloft.com/Sr.EJB</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDJOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bec2420b53c5fb1592940162c77827fab207f9f1/Agiloft%20Logo%20plain%20(Indeed).png"
"5","aa274e93-f888-4180-899a-4c13de6dd637","Full Time","https://jobs.github.com/positions/aa274e93-f888-4180-899a-4c13de6dd637","Fri Jul 31 22:43:56 UTC 2020","Agiloft, Inc.","http://www.agiloft.com","India, Hungary, Russia, Philippines, Czech Republic","DevOps Engineer (Remote)","THRIVE WITH AGILOFT
Are you an experienced DevOps Engineer who is successful, motivated, smart, energetic, and looking for a rewarding position in a growing, profitable, and dynamic company?
Agiloft is expanding our developer team, looking for DevOps engineers that thrive working with enterprises in multiple industries, with unique business challenges requiring sophisticated solution design.
WHY JOIN AGILOFT?


Agiloft was named the market leader in every category in the Gartner Critical Capabilities for CLM report, and a market leader in the Gartner Magic Quadrant.


Contract Lifecycle Management (CLM) is one of the fastest-growing areas of enterprise sales, with a TAM projected to climb from $2B to $7B in the next 5 years.


The Agiloft Contract and Commerce Lifecycle Platform has won over a dozen awards, including the Editor's Choice award from PC Mag, for the past five years in a row.


Agiloft has a highly differentiated value proposition which is uniquely appealing to enterprises: pre-built applications with a deeply configurable, no-code platform for integrated Business Process Management throughout an organization.


Agiloft is pioneering the applied use of Artificial Intelligence to enable next-generation business commerce at organizations ranging from small enterprises to U.S. government agencies and Fortune 100 companies.


Agiloft is the only company in the industry with the confidence to provide an unconditional satisfaction guarantee, and you too will be successful with Agiloft.


As the leader in the CCLM market, Agiloft is winning many Enterprise deals and looking to hire the best talent to meet this demand with a competitive compensation plan that rewards overachievement.
POSITION OVERVIEW
This is a remote-only position. You must be comfortable with setting your own schedule and proactively collaborating in a globally dispersed team using a variety of communication channels.
We are seeking a DevOps Engineer to join our engineering team. The ideal candidate is someone who has a solid background in software development infrastructure architecture, automation, configuration management, monitoring, and tools development for enterprise software and systems. The candidate must have a passion for automating everything, and a sense of ownership.
JOB RESPONSIBILITIES


Develop new automation systems and improve existing ones that enable fast delivery and replace manual operating procedures wherever they exist


Drive analysis, design, and development of automation tools for deployment, development, and operational tasks


Lead architectural improvements in our software development- and delivery infrastructure and evaluate new technologies


Assume ownership of Agiloft’s installer


REQUIRED QUALIFICATIONS

At least two years of hands-on experience as a DevOps engineer
Experience with configuration management systems
Experience with the configuration of Linux and Windows operating systems
Deep knowledge of Python- or Perl scripting languages
Experienced with Java
Good knowledge of Install4J

PREFERRED QUALIFICATIONS

Computer Science degree or equivalent
Experience with continuous integration / either continuous delivery tools
Deep knowledge of Unix bash or Windows PowerShell
Experience using containers
Experience supporting MySQL/MSSQL databases
Experience with public cloud platforms
Experience working in distributed teams
Fluent in the English language

BENEFITS AND PERKS

Competitive salary
Referral bonuses
Flexible work schedules
Professional development and career growth opportunities
Awesome team members

To Apply
For immediate consideration, go to For immediate consideration, go to https://www.agiloft.com/DevOps to apply.
","<p>For immediate consideration, go to For immediate consideration, go to <a href=""https://support.agiloft.com/gui2/login.jsp?genhotlink=bjetXJ55g5C3LG0pWlsyqbPbd5N+OpC4Vi3noKfEMPGpmrO4+cTrakvZaT4sSDV9+tzPR8mAuX3a+5fkFqp4Az9EESp90YPd3JgFb+mraA7s2zb/KLRC5Hqhu5suFFWd2cbkntWbl8Iw9VaRQMY6QaG792klt3E2N6mnEQ6I4F57doO5R7tY8KsxwyI6n3SrTPdNZFPLCIKWmyW3dWhC/sSHRPmn6Y4XiPVxLd82DBeCw6lODvM1CNkCB5AzGvtb80VgKBYzmKwDQAFBHDBn0mEpCtxmyMFq4LniOIdIZ+k92ueN/gQfjajtk29T0v9NSyJ4XWZGO9WrqnvVoxoWxvy0BEx+SbGrYqrXx/bUi4NPK1gcnTg1UT4xJmHKIrVwkLl7fM5mkxPLv16GGhia250xvkQAAqeTiWtiY5BnAQnGTScItNy0Ti9PBXxxounfXbX/ozXlGz1Ms58OjAjGVwTGujHhI4+65FWbLkMcjsQfAQ+sBxK73O0/ajc+DGUrvA/CDMUOINfj7++/yxnLR5HgRBgGvCZHp8H/GI9ZTZrnNWrKXjB7nN2uZy3wuznn0Q6b8MHB8ZmGn4HEuBrgofUxZ4wznumJyzCP8uoi7B7wqkn0v0T2S9Z4Rtqm8a39NQAMrrvP7PR0pGG4WOZ10IfkKFPpGp1Wgmm4MkGZYD8=&amp;genproject=EW+Support"">https://www.agiloft.com/DevOps</a> to apply.</p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--db2c5c1d04e63a9c74d2eececa0240a6ca5eea93/Agiloft%20Logo%20plain%20(Indeed).png"
"6","034ce0bb-2b0c-459a-9b70-ed85b54e068b","Full Time","https://jobs.github.com/positions/034ce0bb-2b0c-459a-9b70-ed85b54e068b","Thu Dec 10 09:45:07 UTC 2020","YouGov","http:","Poland","Data Scientist / Data Engineer","Company Description
Here at YouGov we have the best data and the best tools. We continuously challenge conventional approaches to market research, and we disrupt our industry to ensure that our clients always get the best solutions.
Specific to this role you will be working in a cutting edge data science and R&amp;D heavy skunkworks project within YouGov. If you like data, ML, AI and, working with brilliant colleagues, you will really enjoy yourself in this role.
Job Description
We're looking for a software / data engineer with a data analyst mindset to join our lovely team at YouGov Signal!
Scope of work:

Research, analyse and assess data
Design algorithms and aggregates
Work with the product owner, figure out how to turn raw data into required deliverables
Generate and research data product ideas
Build proof of concept solutions to validate the ideas
Work closely with the development team on production implementations

Qualifications
Experience:

At least 2 years in the field or in a similar field (If you have more experience we will pay accordingly as we are hiring for multiple roles)

Skills/requirements:

Software / data engineering skills
Well organised &amp; methodical
Good communication in English: both written and verbally

Nice to know:

Python
Experience with AWS Big Data tools and services
Spark and Hive

Additional Information
Location: WFH, preferably Poland, but anywhere in Europe is fine (the candidate will be working with mostly Polish people, but they are all fluent in English).
Salary is very competitive.
Interested?
Click here for the application form!
","<p><a href=""https://vonq.io/37Usowo"">Click here for the application form!</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUdTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--955e1578e3a06c70718d7c3e7bf18c344cbaa0b8/Yougov.png"
"7","f24a72e0-fbe1-4575-a969-3ca27bfd60d3","Full Time","https://jobs.github.com/positions/f24a72e0-fbe1-4575-a969-3ca27bfd60d3","Wed Dec 09 10:38:58 UTC 2020","Clariteia SL","http://www.clariteia.com","Madrid","Senior Software Engineer","Company background
We craft our own Blockchain solutions for established companies that want to solve major challenges of their industries.
This is an opportunity to be one of the first to join a startup created by three outstanding founders that have worked both for startups (raising more than $100m from top tier investors worldwide), for venture capital funds (managing over €100m in assets under management) and for large enterprises (leading technologic developments in a variety of fields).
We focus on delivering solutions highly relevant to actual business needs of our partners and that can be of use for entire industries.
We believe in having small teams of outstanding professionals, always with a focus on personal growth of each of them, and sharing the company's success with our team.
As a software engineer at Clariteia:

You will work directly with one of the cofounders and CTO, who previously lead Blockchain development for one of the largest European companies.
You will work in a core project for one major player in the music industry.
You will be able to work on a variety of functionalities and technologies:
Blockchain: distributed databases based on graphs, consensus algorithms and digital certificates.
Data science: fraud detection systems, search engines and predictive recommendations.

Role Specifics
Minimum qualifications:

Experience as a technical influencer for highly scalable distributed system designs.
Experience with coding in data structures, algorithms and software design.
Experience using cloud platforms and/or containerized application deployments.
Experience delivering complex, large scale and critical products with business impact.
Experience in Microservices Architecture.
Experience in working agile methodologies.
Write well designed, testable, efficient code.
Professional experience of cloud platform hosting via AWS / GCP as well via terraform / cloudformation / helm.
Experience with Python
gRCP
AsyncIO
CLI development
Flask/Falcon
Familiar with Kafka
Familiar with common CI/CD like Jenkins, Bamboo, Spinnaker.
Familiar with common monitoring / alerting / logging tools such as Prometheus, Datadog, ELK stack, distributed tracing.
Fraud Dection Algorithms

A Plus qualifications:

C
Rust
Blockchain
AI

","<p>Email your resume to <a href=""mailto:andrea@clariteia.com"">andrea@clariteia.com</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb21TIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9c93b349bbffd02ee197d3aefa907e121e676bf9/logo.jpeg"
"8","acd6abe6-6931-4676-b902-3d6eb3b35cbc","Full Time","https://jobs.github.com/positions/acd6abe6-6931-4676-b902-3d6eb3b35cbc","Tue Dec 08 15:17:03 UTC 2020","Marketcircle","https://www.marketcircle.com/","Toronto, ON - REMOTE","Senior Rails Developer","Want to work remotely? Want to make an impact by working for a small company that values autonomy and working collaboratively in a team to solve challenging problems? Love learning new technology? Then you'll fit right into the Marketcircle Team!
We are looking to hire a talented Ruby on Rails Developer to maintain and extend our Daylite API to take the Daylite CRM platform to the next level. You will be responsible for developing and maintaining the services uses by web and client apps, testing performance, troubleshooting, monitoring, and ensuring reliability.
To ensure success as a Ruby on Rails Developer, you should have extensive experience working with Ruby and back-end integration techniques. Ultimately, a top-level Ruby on Rails Developer can create clean, functional code that ensures a high degree of software quality.
Senior Rails Developer Responsibilities:
-Designing and developing new web applications.
-Maintaining and troubleshooting existing web applications.
-Writing and maintaining reliable Ruby code.
-Integrating data storage solutions.
-Creating back-end components.
-Identifying and fixing bottlenecks and bugs
-Integrating user-facing elements designed by the front-end team.
-Connecting applications with additional web servers, authentication, and payment backends.
-Maintaining APIs.
-On-call duties.
Senior Rails Developer Requirements:
-Have 5+ years of experience.
-Bachelor’s degree in Computer Science, Computer Engineering or related field.
-Experience working with Ruby on Rails as well as libraries like Resque and RSpec.
-Experience with Docker and Kubernetes.
-Ability to write readable and maintainable Ruby code.
-Proficiency with code versioning tools including Git, Github, SVN, and Mercurial.
-Familiarity with MVC, Mocking, RESTful, ORM, and testing tools.
-Are comfortable working remotely (100% remote work environment, but located within Canada) as well as being comfortable working both independently and collaboratively.
Though this is a remote position, applicants must reside within Canada.
Marketcircle Inc. is a fun and distributed tech company. We believe in the power of Kaizen, teamwork, creativity, ownership, and empathy. By embodying these core values we know we impact the lives of our customers, and each other.
Our mission is to empower small business worldwide which drives us to develop a native macOS and iOS app that helps thousands create organization of what would otherwise be chaos.
Tired of a long commute to work? As long as you have reliable internet, and can work between 10:00AM - 3:00PM EST (core hours), you can work from anywhere! We expect results, not monkeys sitting in cubes for 10 hours a day! Though we are mostly remote, our team tries to meet up in the office every now and again to share some laughs, build camaraderie and eat some good food! We also make it a point to do activities together, like axe throwing, escape rooms, evenings out, etc.
Marketcircle provides employment accommodation during the recruitment process. Should you require any accommodation, please indicate this on your application and we will work with you to meet your accessibility needs. For any questions, suggestions or required documents regarding accessibility in a different format, please contact us at phone 905-480-5555 and/or elynch@marketcircle.com.
","<p><a href=""https://jobs.lever.co/marketcircle/52d0b917-e661-4405-873f-47198d42de79?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/marketcircle/52d0b917-e661-4405-873f-47198d42de79?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbldTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e566f530f6b237111dad9261a5210a59d8bb76ff/MarketcircleLogotypeBlack.png"
"9","6ad65ab4-197e-4d05-b709-7674d448b031","Full Time","https://jobs.github.com/positions/6ad65ab4-197e-4d05-b709-7674d448b031","Mon Dec 07 23:18:19 UTC 2020","MapLarge, Inc.","http://MapLarge.com","United States","Senior Software Architect / Engineer who enjoys coding web services in c#","100% Remote: This role allows working remotely 100% of the time from anywhere in the US.  Workers must be authorized to work in the US (No Non US Applicants Please).
What We Do
The team at MapLarge builds cutting edge products for data analytics and visualization to make us safer, more productive, and more efficient.  The Maplarge API provides real time geospatial analytics for over 15 billion location events per day and trillions of historical events. Analysts using our geospatial visualization capability can instantly visualize and publish for data discovery and model testing on any desktop, mobile or tablet device.
Who We Need
Cultural Fit - While we hire all kinds of people and invent roles to fit them, there are three key traits we require of every team member that really define our team.
Fun to Work With - Life is short and work should be fun.
Extremely Smart - We work on cutting edge hard problems and we need people who can both architect and code these systems at the same time while working with a highly intelligent peer group.
Passionate Engineers - We need people who really love programming and exhibit the energy and creativity that comes from being fully engaged in what you do.
Types of Roles &amp; Requirements
We need talented people to help add cool new features to our platform.  Below are the general categories of tasks we are working on, but often people straddle multiple areas so take them more as the general ""gist"" of what you might do with us. We are looking for smart, hard working, fun people and we will invent the right role to fit them.  The key trait we are looking for is people who like to both architect/design and write the code for complex systems.
(1) Client Side - Interactive Visuals: We maintain a JavaScript API for for interactive Data Visualization using our high performance web services. We need people both to help add new dynamic animated UI components and other features to the JS API. We also need people to build data driven visuals for our demo gallery if you are artistically or data analysis inclined. Enjoy working with Knockout, Angular, D3.js, HTML5? Check our our galleries to see the kind of stuff you will be working on http://maplarge.com/demos
**(2) Full Stack Web Services - **Full stack developers who are comfortable working on both client and server side to produce high performance applications powered by scalable web services are the backbone of our team.  We run c# in both .net and mono server side and also maintain a flexible client side API with a large library of reusable components. We host and run large deployments that sometimes scale to thousands of computers for scientific/industrial/gov users and in a typical day process data over 15 billion records from 110 million streaming data sources.
(3) Algorithm / Core Database Development -  We built our own in memory database and distributed data analytics pipeline from the ground up with funding from DARPA, and we have a team of really talented researchers working on Pattern analysis, Streaming analytics, Spatial queries and Network graph functions that power our visual engines. We are always looking for practical people who love writing highly optimized code that straddles the line between research and software development. We don't usually publish scientific papers, but we are right out on the edge pulling algorithms out of the latest research papers finding really fast ""good enough"" approaches that let us tease interesting patterns out of data without getting lost in ""science experiment land""
Requirements:

US Person based anywhere in the US (100% remote allowed but no off shore)
5 Years work experience as a programmer
Highly Comfortable with C# and Visual Studio
Experienced with Web Development &amp; JavaScript

MapLarge is committed to a diverse and inclusive workplace. MapLarge is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
","<p>Email your resume to <a href=""mailto:jobs@maplarge.com"">jobs@maplarge.com</a></p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbW1TIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b3cad37dc980a8d5ba649d5004dde3ba226c47e0/maplargelogo23.png"
"10","b1691d49-ee1d-4793-9c1d-7a10a9b8b84a","Full Time","https://jobs.github.com/positions/b1691d49-ee1d-4793-9c1d-7a10a9b8b84a","Mon Dec 07 19:23:19 UTC 2020","EME Hive","http://emehive.co","New York City","Infrastructure Engineer for Social Livestreaming App","WHO WE ARE
EME Hive is a community-based, social live streaming app for finding like-minded friends and partners. Through the power of live streaming technology, users are able to form real-time connections with members of their own communities. By offering a subscription dating service as well as a live streaming platform, EME makes it easy for users to flirt, chat, and date in real-time -- all within the same app!
We are a team of innovative, and friendly individuals who are redefining the rules of connection. We believe that our dedication to live-streaming and online dating technologies will bring highly efficient and safer connections to many minority communities all over the world. We are currently looking for a strong Infrastructure Engineer to join our growing team and share in our enthusiasm for taking on today’s toughest challenges in live-streaming.
WHAT YOU'LL DO
-Design, build, and maintain distributed content and service systems
-Research and develop content and media delivery technology, such as WebRTC, HTTP Multicast, Anycast, etc.
-Develop network and service metrics-gathering solutions that inform automation and perform system monitoring/alerting to secure our services, validate network security configurations, and protect against network disruption.
-System development, configuration and deployment of infrastructure atop cloud VPS or 3rd party platform, namely:
 -Proxy Servers such as haproxy, nginx, ProxySQL

 -Database/Web servers such as Redis, Redis Cluster, MySQL, MySQL cluster, Rails, Go, Vapor

 -Services such as PubSub messaging, video recording, video transcoding, managed + distributed 
  cloud store, CDN

 -Supporting servers and services such as orchestrator, CircleCI, GCP, AWS, GitHub, Ansible

-Manage and work with 3rd party infrastructure-as-a-service and video software vendors.
-Assist with writing formal requirements and specifications documents; building and documenting solutions.
-Maintain communication of project statuses and drive continued improvement in quality and availability of each the systems and product.
-Contribute to our culture of shipping greatness, quality and customer focused approach.
WHAT YOU MUST HAVE
-BS or MS degree in Computer Science.
-2+ years of engineering experience building scalable distributed systems
-Deep technical background in or strong familiarity with JavaScript, Python, HTML, CSS, and Ruby, C++, MySQL,, HTML, CSS, Cloud VPS, Linux, Redis.
-Ability to learn and understand new technologies/systems quickly.
-Solid software development fundamentals (data structures, algorithms, problem solving, and system architecture).
-Experience integrating low-level software for purpose-built solutions.
-Working knowledge of content delivery networks and data center infrastructure.
-In depth knowledge of video compression, encoding, decoding, streaming, and analytics.
-Experience in developing/deploying streaming infrastructure on cloud services.
-Previous experience with video processing services or infrastructure such as AWS Elemental MediaConvert/MediaLive, MediaConnect, or ffmpeg in-a-box
-Experience working closely across a variety of teams including product management, designers, and backend engineers.
-Creative problem-solving skills while working in a fast-paced, start-up environment.
","<p>Email your resume and cover letter to <a href=""mailto:recruiting@emehive.co"">recruiting@emehive.co</a> (not .com!).  Looking forward to hearing from you!</p>
","https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFNTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f8a7d57b1091ad6c57a6d522d8b280372a303ce8/Screen%20Shot%202020-12-07%20at%202.22.26%20PM.png"
